,Mkt-Rf,SMB,HML,Rf
1988-06-15,-0.009256574287661004,0.0015613024994999929,-0.006991234820344612,0.0003565742876610045
1988-06-16,-0.00775294405261821,-0.0008421361110524349,0.002526385501503881,0.00035294405261820927
1988-06-17,0.007639798780938227,0.00027147157237641706,0.0018330034062623863,0.00036020121906177316
1988-06-18,0.005250689492102896,-0.001034428929503322,-0.0001445788389653176,0.00034931050789710483
1988-06-20,-0.012467445194997318,-1.9255203533926252e-05,-0.003631107735312127,0.00036744519499731787
1988-06-21,-0.0037746760283827036,-0.0002684865375093259,0.0017166557749178188,0.0003746760283827033
1988-06-22,-0.010378286531534267,0.0007489981924785009,-0.005878031809094372,0.0003782865315342665
1988-06-23,-0.0066782865315342665,0.002138332063809228,0.006827290122947507,0.0003782865315342665
1988-06-24,-6.74451949973179e-05,-0.00016414226003053783,0.0011580114882773014,0.00036744519499731787
1988-06-25,-0.009656574287661005,-0.0053407894818883654,0.0005209452393007607,0.0003565742876610045
1988-06-27,0.0028434257123389956,0.0005741734846940444,0.004163042013366573,0.0003565742876610045
1988-06-28,-0.0009638248528394782,-0.002591913637606602,0.004875823880316458,0.0003638248528394783
1988-06-29,0.020839798780938227,0.002834388849683072,0.007820460349362224,0.00036020121906177316
1988-06-30,0.003647055947381791,0.0020456317037146855,-0.0057944593623543775,0.00035294405261820927
1988-07-01,0.004547055947381791,-0.002814981769086547,0.001124366086403824,0.00035294405261820927
1988-07-02,0.0025397987809382266,0.0015681531614018084,-0.000967108315889639,0.00036020121906177316
1988-07-04,-0.010142033465194902,0.003518471797214683,-0.004685090437152971,0.00034203346519490196
1988-07-05,0.002165256889065379,9.068631155511343e-05,0.005779967276649441,0.00033474311093462106
1988-07-06,0.0051762174866411504,0.0035130493962780523,0.004615101713877269,0.0003237825133588501
1988-07-07,-0.00819071868596331,-0.0001592199635881593,-0.0028684252033544903,0.0002907186859633093
1988-07-08,0.0007037098510928143,0.004509854340222492,0.002169741638269505,0.0003962901489071857
1988-07-09,9.653111352775313e-05,-0.0009585334751174235,-0.003514142374620539,0.0004034688864722469
1988-07-11,-0.009503468886472247,0.0026861990880408947,-0.005695387853948798,0.0004034688864722469
1988-07-12,-0.005196290148907185,-7.35314580099904e-05,-0.0018594084996447413,0.0003962901489071857
1988-07-13,-0.008185497740444053,0.0008215503229776414,-0.0032792590550627058,0.00038549774044405183
1988-07-14,0.004721713468465734,0.0010910828183360753,0.009115850662639091,0.0003782865315342665
1988-07-15,-0.008085497740444052,-0.00022407125237128406,-0.001068656806424084,0.00038549774044405183
1988-07-16,-0.009945673647445865,-0.00029836065259401107,0.003715631794023227,0.0003456736474458655
1988-07-18,-0.018163824852839478,0.0010387706777113884,0.0009200551189312029,0.0003638248528394783
1988-07-19,0.024832554805002682,0.0026217429788090905,0.014210004098595491,0.00036744519499731787
1988-07-20,-0.017263824852839477,0.00658146531964869,-0.0037776406822156734,0.0003638248528394783
1988-07-21,-0.009760201219061772,-0.005634137417173782,0.009110557736041143,0.00036020121906177316
1988-07-22,0.0339908786657448,-0.003744672593900341,0.016578082326511208,0.0003091213342552024
1988-07-23,0.019318106233085778,0.00011735646582036047,0.012720079963060134,0.00038189376691422083
1988-07-25,0.023607304074440873,0.004580658831572377,0.015418990658698097,0.0003926959255591278
1988-07-26,-0.0034926959255591277,-0.0007406187885174305,0.0016923710949599724,0.0003926959255591278
1988-07-27,-0.019489098458029257,-0.0036429454771202984,0.0021291350950801424,0.0003890984580292578
1988-07-28,-0.008392695925559128,-0.0050753273695753704,0.0005470186768558403,0.0003926959255591278
1988-07-29,0.027703709851092814,0.0020618512506691555,0.020586580230605334,0.0003962901489071857
1988-07-30,0.005214502259555949,0.0043828887714282725,-0.003017188981451852,0.00038549774044405183
1988-08-01,-0.009103468886472246,0.0002700183578997553,-0.0008747390552141729,0.0004034688864722469
1988-08-02,-0.006756574287661005,0.0003239904127187593,-0.0031912715345121896,0.0003565742876610045
1988-08-03,-0.007978286531534266,0.004934002505268808,-0.004193272851606399,0.0003782865315342665
1988-08-04,-0.01576382485283948,0.00030218098342703337,-0.0038420717780698888,0.0003638248528394783
1988-08-05,-0.010060201219061773,0.0017375999302732547,0.002522131078934807,0.00036020121906177316
1988-08-06,0.008572560603770632,-0.001396695746904152,0.006040129493437795,0.0003274393962293676
1988-08-08,-0.00444981814303946,-0.0002781587786212121,0.0012646172703807252,0.0004498181430394599
1988-08-09,-0.004674676028382703,-0.0001453428628474159,0.004963189917360791,0.0003746760283827033
1988-08-10,-0.002681893766914221,-0.0021532483809987286,-0.001370469385218695,0.00038189376691422083
1988-08-11,0.0295253239716173,-0.00508118407901377,0.016609687342646482,0.0003746760283827033
1988-08-12,0.003118106233085779,0.0019807862361288335,-0.0035994166194304907,0.00038189376691422083
1988-08-13,-0.006089098458029257,-0.002441454621237366,-0.0028642647636653393,0.0003890984580292578
1988-08-16,0.008110901541970743,-0.00021946792377799026,0.0084661594503744,0.0003890984580292578
1988-08-17,-0.006667445194997318,0.0039269274695121524,-0.0032341528082815343,0.00036744519499731787
1988-08-18,0.0055361751471605216,0.0033091196155993264,0.008311668977171319,0.0003638248528394783
1988-08-19,-0.006474676028382703,0.00015437253054763922,-0.005103964272995389,0.0003746760283827033
1988-08-20,-0.004067445194997318,0.0006777444381883135,0.0046381833212098605,0.00036744519499731787
1988-08-22,-0.014796290148907185,0.0006685036172848479,-0.01011321802745124,0.0003962901489071857
1988-08-23,-0.0052070534123568055,-0.0015683483771669366,-0.0007447297232545612,0.0004070534123568059
1988-08-24,-0.005899881133930969,0.000607700486866869,-0.0033855558019261394,0.00039988113393096825
1988-08-25,-0.006714212807380521,-0.0008070992727093104,0.0006649008059557652,0.0004142128073805207
1988-08-26,-0.00972849313214477,2.743916549724501e-05,-0.004941030802215658,0.00042849313214476936
1988-08-27,-0.008195634619783747,-0.0032533913336191002,0.0014421431482993727,0.0004956346197837469
1988-08-29,-0.01223205523324108,0.0026526461282347716,-0.003756179507785614,0.00043205523324107986
1988-08-30,0.018579911378540197,0.013521848014376234,-0.00862097046759944,0.0005200886214598022
1988-08-31,-0.016642722475588078,0.001596000253539687,-0.0047489884485322695,0.0004427224755880754
1988-09-01,0.016489365282605112,-0.0014664342063115318,0.00645900864675529,0.00041063471739488655
1988-09-02,-0.0019284931321447694,-0.0007526454286229932,-0.0028735408964109315,0.00042849313214476936
1988-09-03,0.005439561984291724,-0.002678464680225645,0.005233598144863656,0.00046043801570827547
1988-09-05,-0.010828493132144769,-7.57111351326253e-05,-0.00931583142443162,0.00042849313214476936
1988-09-06,-0.0009142128073805207,0.0005491814819896138,0.0014977458971587938,0.0004142128073805207
1988-09-07,-0.00552378251335885,0.0016497715894064884,-0.008102782059982286,0.0003237825133588501
1988-09-08,-0.003924927844735245,0.002101693459889309,0.0013158785330180547,0.0004249278447352456
1988-09-09,0.025853728111707063,-0.006812967944151362,0.017337856044828123,0.0004462718882929373
1988-09-10,0.008664385846274384,-0.0007372540462307319,-0.004198127311632684,0.0004356141537256164
1988-09-12,-0.0022177876880930853,0.005453566073506067,-0.0006363281997117855,0.0004177876880930853
1988-09-13,-0.010810634717394886,-0.0016396850852441914,-0.010454315973612927,0.00041063471739488655
1988-09-14,0.0036181062330857792,-0.0016238723162514703,0.0003637451847725544,0.00038189376691422083
1988-09-15,-0.004303468886472248,0.004096744186953951,-0.010981482687701147,0.0004034688864722469
1988-09-16,-0.013589098458029258,-0.0006289872901212683,-0.0060753713587633935,0.0003890984580292578
1988-09-19,-0.008371062251521615,0.0043737619514335364,0.002335300123174242,0.00037106225152161443
1988-09-20,-0.006156574287661004,-0.0013088751584448236,0.0026050021285004684,0.0003565742876610045
1988-09-21,4.705594738179075e-05,-0.0010730295504829588,0.0021479736966113702,0.00035294405261820927
1988-09-22,0.03120928131403669,-0.009201911222434989,0.01639201175956247,0.0002907186859633093
1988-09-23,-0.01364981814303946,0.006170094623663935,-0.009713294337798153,0.0004498181430394599
1988-09-24,0.00755018185696054,-0.0029975210500263858,0.0045437091124843326,0.0004498181430394599
1988-09-27,-0.013421359365295305,0.000924882935314735,-0.007227620045326029,0.00042135936529530404
1988-09-28,-0.0013962901489071857,0.0004934276047561079,-0.0008386244844943184,0.0003962901489071857
1988-09-29,-0.0008565742876610045,-0.004120449011368162,0.0025581582742225965,0.0003565742876610045
1988-09-30,0.010414502259555949,0.0007008552634921242,0.005716519680115508,0.00038549774044405183
1988-10-04,0.002632554805002682,-0.0020730155398695654,0.00023703913073074966,0.00036744519499731787
1988-10-05,-0.008878286531534267,-0.00035761650762569885,-0.0002897253330447847,0.0003782865315342665
1988-10-06,0.004828937748478385,-0.0010879967411868497,0.010343063277068878,0.00037106225152161443
1988-10-07,-0.004560201219061773,-0.0023358049572061597,0.00072863098907427,0.00036020121906177316
1988-10-08,-0.00018549774044405182,0.0010520960232084811,0.002029783012634287,0.00038549774044405183
1988-10-10,0.001932554805002682,0.0010246472616373325,0.004107729023411047,0.00036744519499731787
1988-10-11,0.0058253239716172965,0.002844627453128688,-0.002495515705715857,0.0003746760283827033
1988-10-12,-0.0013602012190617732,-0.0005548121618166278,0.0005896031897990387,0.00036020121906177316
1988-10-13,0.008536175147160522,-0.00042213782800317595,0.001847163151246914,0.0003638248528394783
1988-10-14,0.01933617514716052,1.8383968337557417e-05,-0.002123445367631864,0.0003638248528394783
1988-10-15,0.009454326352554134,-0.0014641291174003802,-0.0015413484693605588,0.0003456736474458655
1988-10-17,0.003736175147160521,0.001026322372119949,-0.013168973107634185,0.0003638248528394783
1988-10-18,0.01136161004494136,0.0006820924478106333,-0.0010763609156817875,0.0003383899550586378
1988-10-19,0.014832554805002682,-0.0026700632224423517,-0.0032725253433562515,0.00036744519499731787
1988-10-20,0.014036175147160521,0.0038552679490541273,-0.0002715480955665702,0.0003638248528394783
1988-10-21,-0.000934743110934621,-0.002939975289189564,-0.0028186655696182026,0.00033474311093462106
1988-10-22,0.01630191005427811,-0.0018390053721081868,0.0075444976503423545,0.00029808994572189107
1988-10-24,0.018943425712338993,-0.00314654504357016,0.0027342914778328495,0.0003565742876610045
1988-10-25,-0.008449310507897106,-0.0026095647682890196,0.00010737241580709763,0.00034931050789710483
1988-10-26,-0.0037602012190617734,-0.0056579542941967735,0.0003852948398536107,0.00036020121906177316
1988-10-27,-0.02026744519499732,0.0021006026650324645,-0.0016772100014183292,0.00036744519499731787
1988-10-28,0.0005397987809382268,-0.0006333662384271395,-0.005645048456645811,0.00036020121906177316
1988-10-29,-0.00037106225152161443,0.0038171022594927838,0.000160602259673015,0.00037106225152161443
1988-10-31,-0.016274676028382704,0.0025315021770102504,-0.010117725082318584,0.0003746760283827033
1988-11-01,0.009243425712338995,-0.002907956948673526,0.013126226874654806,0.0003565742876610045
1988-11-02,0.010728937748478386,-0.0022678352288367856,-0.005364886335715317,0.00037106225152161443
1988-11-03,0.005239798780938228,-0.004322865159404698,-0.001641236820144372,0.00036020121906177316
1988-11-04,0.011957966534805098,4.744221749442695e-06,0.007737089298662339,0.00034203346519490196
1988-11-05,-0.0019347431109346211,-0.0007160394216806184,-0.004688502251579433,0.00033474311093462106
1988-11-07,0.006247055947381791,-0.0011807912710494345,0.0002665174694528893,0.00035294405261820927
1988-11-08,0.0048361751471605215,0.0022256410842197883,0.006457134919818134,0.0003638248528394783
1988-11-09,-0.005660201219061773,0.0010047767192261764,-0.008493122101693529,0.00036020121906177316
1988-11-10,0.012625323971617298,-0.005553154131388588,-0.006733349911512034,0.0003746760283827033
1988-11-11,-0.0029674451949973178,-0.00174570288685874,-0.011226316151400597,0.00036744519499731787
1988-11-12,-0.008774676028382703,-0.001153394148941271,-0.004340422204666915,0.0003746760283827033
1988-11-14,-0.013474676028382704,0.0023338214824733757,-0.0031578217628259724,0.0003746760283827033
1988-11-15,0.020450689492102894,-0.00684676663039861,0.0025838402424512956,0.00034931050789710483
1988-11-16,-0.01325294405261821,0.006878938768587147,-0.008360268262746771,0.00035294405261820927
1988-11-17,0.005557966534805098,-0.0016374199970180692,0.0029024895069251952,0.00034203346519490196
1988-11-18,0.007165256889065379,0.00234976823206279,0.008410270206610237,0.00033474311093462106
1988-11-19,0.01197621748664115,-0.0008266875119279973,0.004805496361748901,0.0003237825133588501
1988-11-21,0.007790878665744799,-0.002203499633501359,0.006760438830192852,0.0003091213342552024
1988-11-22,0.0019129720630621998,-0.00029434098706741823,-0.0051732840429463915,0.0002870279369378004
1988-11-23,0.014839798780938227,-0.0027577225737855475,0.008447239356275409,0.00036020121906177316
1988-11-24,0.008043425712338995,0.0002139273350719971,-0.001187485257355118,0.0003565742876610045
1988-11-25,0.008647055947381792,0.0030943631170248717,0.0027490773075297265,0.00035294405261820927
1988-11-26,-0.0031602012190617736,0.001693706853253877,-0.005049484489611292,0.00036020121906177316
1988-11-28,0.018414502259555945,-0.00047568834618972,0.007543849854278703,0.00038549774044405183
1988-11-29,0.011828937748478385,-0.005484405256110524,0.014127452702663145,0.00037106225152161443
1988-11-30,-0.006260201219061773,0.0012868044091318201,-0.0087038019020855,0.00036020121906177316
1988-12-01,-0.0077602012190617735,-0.0014674266710881859,-0.003058229126648386,0.00036020121906177316
1988-12-02,0.010150689492102896,-0.0003089240627913205,-0.0006103246582304031,0.00034931050789710483
1988-12-03,-0.00012743939622936756,0.003211035432307604,-0.00601639683951586,0.0003274393962293676
1988-12-05,0.017179877728077983,-0.0012352531005673216,0.0044293761458083555,0.0003201222719220187
1988-12-06,0.01039455240349059,-0.0013677835002584248,0.0019713165382999054,0.00030544759650941167
1988-12-07,0.013398229530910476,0.0011192971024746288,0.001827169466139103,0.000301770469089524
1988-12-08,0.0018470559473817909,0.0053803673485647956,-0.003722074282389529,0.00035294405261820927
1988-12-09,0.008850689492102895,0.004117477620861124,-0.0041979321625146265,0.00034931050789710483
1988-12-10,0.011654326352554135,-0.0009893812624353182,-0.001798078112858959,0.0003456736474458655
1988-12-12,0.023932554805002684,9.660349757860166e-05,0.008317723726468596,0.00036744519499731787
1988-12-13,0.009161610044941362,0.00416434386045745,-0.001365707781079981,0.0003383899550586378
1988-12-14,0.002447055947381791,0.003640568617550457,0.008692910570754228,0.00035294405261820927
1988-12-15,-0.015645673647445867,0.0071216881248513915,-0.00013981874073641198,0.0003456736474458655
1988-12-16,-0.007538389955058638,-0.007231784726239331,0.0006196719080635801,0.0003383899550586378
1988-12-17,0.005936175147160522,-0.0035801833369830138,0.006495740924132053,0.0003638248528394783
1988-12-19,0.009961610044941362,-0.004670482633302828,0.0018816621328555183,0.0003383899550586378
1988-12-20,-0.020131092926703745,0.00497685925779368,-0.005576513929879049,0.00033109292670374657
1988-12-21,0.0006945524034905884,-0.009469211751997728,0.008111066818631886,0.00030544759650941167
1988-12-22,-0.0098870279369378,-0.0010870439413823568,0.002644033457581888,0.0002870279369378004
1988-12-23,-0.016396290148907186,-0.0008167477354193986,-0.0014122317948750806,0.0003962901489071857
1988-12-24,0.009410901541970742,-0.0057315928811090605,0.006604603152416252,0.0003890984580292578
1988-12-26,0.02431450225955595,-0.0006311432052840543,0.013224553039736013,0.00038549774044405183
1989-01-04,0.01331810623308578,-0.0034295492945858805,0.010556922474154126,0.00038189376691422083
1989-01-05,-0.0026529440526182092,0.01056922869856778,-0.0005394790915281065,0.00035294405261820927
1989-01-06,0.002724064862899331,0.001417406545085536,0.005863829158128031,0.0002759351371006691
1989-01-07,-0.0010610965422227273,0.0009716997827126615,0.00356660236947845,0.0002610965422227274
1989-01-09,-0.01972012227192202,0.0014221584917414505,-0.005545241807372731,0.0003201222719220187
1989-01-10,-0.005698089945721891,-0.0007374932979705926,-0.00016527458705338808,0.00029808994572189107
1989-01-11,-0.013834743110934623,0.0013883552332092537,-0.0073810466970352494,0.00033474311093462106
1989-01-12,0.004857966534805098,-0.0005577184420610621,-0.002037490303212708,0.00034203346519490196
1989-01-13,-0.0031420334651949024,-0.0004747967884368099,-0.0038066616900990927,0.00034203346519490196
1989-01-14,0.020950689492102895,-0.0009237843375909429,0.005522554352699461,0.00034931050789710483
1989-01-16,-0.02136382485283948,-0.0006076816845658611,-0.013270496208478658,0.0003638248528394783
1989-01-17,-0.005763824852839479,-0.0015572424519970332,-0.006523031458916036,0.0003638248528394783
1989-01-18,-0.01695294405261821,-0.0010435967772611996,-0.008993061266417891,0.00035294405261820927
1989-01-19,-0.005012791688583002,-0.0015097605837241207,-0.0062282898005699885,0.0003127916885830029
1989-01-20,0.005990878665744798,0.003507053420031813,0.000303326625067735,0.0003091213342552024
1989-01-21,-0.0044870279369378,-0.0026944246369775943,-0.004846705128587262,0.0002870279369378004
1989-01-23,-0.0026456736474458654,0.002059688493327218,-0.0023887888458082067,0.0003456736474458655
1989-01-24,-0.008342033465194902,0.0030527949044769323,-0.011864339816034998,0.00034203346519490196
1989-01-25,0.0025470559473817905,0.003277918095483691,-0.001632666323831855,0.00035294405261820927
1989-01-26,0.0032361751471605216,0.00243437478763752,-0.004877761279911715,0.0003638248528394783
1989-01-27,0.014118106233085778,-0.0011730685693716904,0.004612367658448453,0.00038189376691422083
1989-01-28,-0.005192695925559127,0.00016009362462196574,-0.007415247837233933,0.0003926959255591278
1989-01-30,0.012889365282605115,-0.0014644210039290867,0.002498001974422943,0.00041063471739488655
1989-01-31,0.002960830100715725,0.0006508223947882252,0.005078294295908889,0.0004391698992842752
1989-02-01,0.0022501818569605403,-0.0017455409827946005,-0.004317600565902184,0.0004498181430394599
1989-02-02,-0.009631092926703748,-0.0003737067312633349,-0.01328929503396158,0.00033109292670374657
1989-02-03,0.008114502259555949,0.0029593189686811204,-0.0022401132530208458,0.00038549774044405183
1989-02-04,0.0017945524034905882,0.0003575897827401252,-0.0034614458753224253,0.00030544759650941167
1989-02-08,0.004375072155264754,0.001480614120020922,-0.003447758508122562,0.0004249278447352456
1989-02-09,0.0005679447667589202,0.0033858005614111945,0.00286232438592369,0.00043205523324107986
1989-02-10,-0.011146271888292938,0.0017536273184383712,-0.007368437328684498,0.0004462718882929373
1989-02-11,0.004353728111707062,0.0013839393124659646,-0.0045547109049787204,0.0004462718882929373
1989-02-13,0.010953728111707061,-0.001952586138321667,-0.0032210636718395134,0.0004462718882929373
1989-02-14,0.002214891766992264,-0.0003421137130590346,-0.004502767872603444,0.0004851082330077361
1989-02-15,-0.007021359365295304,0.00542776697455464,-0.008525641847808184,0.00042135936529530404
1989-02-16,0.0012324977562365377,0.0033306565321384006,-0.003926733115536976,0.0004675022437634624
1989-02-17,0.004814891766992264,0.0014687498031618282,-8.379265395414698e-05,0.0004851082330077361
1989-02-18,0.008914891766992263,0.0014990211625659534,-0.0013940745697583051,0.0004851082330077361
1989-02-20,0.006114891766992264,-0.0028468148795503085,0.0031343810750352748,0.0004851082330077361
1989-02-21,0.002614891766992264,0.0013423820570985902,0.0005192845731342571,0.0004851082330077361
1989-02-22,0.006736028305273882,0.0030301118816906613,0.0008181075836501952,0.00046397169472611743
1989-02-23,-0.000427048012584741,0.004636716988463422,-0.002713044408530831,0.000527048012584741
1989-02-24,-0.008485108233007736,0.0037051274071147303,-0.0030467579805740982,0.0004851082330077361
1989-02-25,0.001246638754547079,-0.0015997256691161297,-0.002696392447711969,0.0004533612454529212
1989-02-27,0.0037148917669922637,-0.002771374185751099,0.001285546051598503,0.0004851082330077361
1989-02-28,-0.005381593250904133,0.0012008311535896866,-0.004183961436843246,0.0004815932509041332
1989-03-02,-0.002192128911991685,0.002406053320684303,-0.006304713988248136,0.000492128911991685
1989-03-03,-0.007685108233007736,0.008272090406326937,-0.009809558313306158,0.0004851082330077361
1989-03-04,0.003814891766992264,-0.0017647778964379895,0.003148853400856486,0.0004851082330077361
1989-03-06,0.008214891766992263,-0.0025996836324624693,0.008998394792347705,0.0004851082330077361
1989-03-07,0.0013148917669922639,0.000598007605715231,-0.001020674286711314,0.0004851082330077361
1989-03-08,0.017104365380216254,-0.004642478677554458,0.01053550355199524,0.0004956346197837469
1989-03-09,0.011614891766992264,-0.0013775550968483884,-0.001264717047184085,0.0004851082330077361
1989-03-11,0.012379911378540198,-0.0030511044614780123,-0.0009031389919514233,0.0005200886214598022
1989-03-13,0.008614891766992264,0.007672815337844876,-0.002459771320306869,0.0004851082330077361
1989-03-14,-0.001681593250904133,0.004279723893519392,-0.0009978804914458003,0.0004815932509041332
1989-03-15,0.015204365380216255,0.002819497453537887,-0.0012010105677152869,0.0004956346197837469
1989-03-16,-0.0003851082330077361,0.0012191867134157687,-0.0015825921420518094,0.0004851082330077361
1989-03-17,-0.0008851082330077361,0.0007133423629987517,-0.0004889218697069026,0.0004851082330077361
1989-03-18,-0.004820088621459802,-0.002869780988430314,0.003765091037588473,0.0005200886214598022
1989-03-20,0.009879911378540197,-0.0001588921984439981,-0.0022950272833419973,0.0005200886214598022
1989-03-21,0.0005148917669922639,0.0005469297923771533,0.0050231401522546374,0.0004851082330077361
1989-03-22,-0.011409121334255203,0.002159373793931805,-0.004467499015324977,0.0003091213342552024
1989-03-23,0.001514891766992264,0.001851722351939894,-0.0005780723433960753,0.0004851082330077361
1989-03-24,-0.012785108233007736,0.0048295895334637615,-0.007608250151330577,0.0004851082330077361
1989-03-25,0.007379911378540199,0.002467843979719265,-0.0021740310435343045,0.0005200886214598022
1989-03-27,-0.006685108233007736,0.004180681961365895,-0.005480733545260772,0.0004851082330077361
1989-03-28,0.005114891766992265,0.006674112873145788,-0.0033431039595986263,0.0004851082330077361
1989-03-29,0.006314891766992264,0.003736275064145108,-0.003470183234834348,0.0004851082330077361
1989-03-30,0.0018148917669922639,-0.0023327678794395866,0.0075612299548440745,0.0004851082330077361
1989-03-31,0.015614891766992264,-0.004412750295616487,0.006442124390475958,0.0004851082330077361
1989-04-01,0.003914891766992264,-0.002231814971784473,0.003343688154596607,0.0004851082330077361
1989-04-03,-0.0021061332815283757,-0.002069956410321618,0.0005781155896668595,0.0005061332815283759
1989-04-04,-0.0055851082330077365,0.009631899108943354,-0.0036170696210687144,0.0004851082330077361
1989-04-06,-0.018785108233007736,0.0035465479814253964,-0.014293262838062605,0.0004851082330077361
1989-04-07,-0.005085108233007736,0.00422862008948571,-0.004767765375588054,0.0004851082330077361
